user_id,transaction_id,replication,control_spend,control_nutrition,control_satisfaction,treatment_spend,treatment_nutrition,treatment_satisfaction,treatment_recommendations,treatment_accepted,delta_spend,delta_nutrition,delta_satisfaction,acceptance_rate,protected_group,income_group,policy_used,latency_ms
user_45,txn_45,0,108.6005458280836,50.0,50,108.96524731591742,50.0,80.0,1,1,0.36470148783382683,0.0,30.0,1.0,hispanic,low,snap_wic_substitution,2.519845962524414
user_46,txn_46,0,29.238305249628596,50.0,50,29.238305249628596,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,low,safe_default,2.38800048828125
user_47,txn_47,0,68.14936808569377,50.0,50,68.14936808569377,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.1979808807373047
user_48,txn_48,0,33.872847829095896,50.0,50,33.872847829095896,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,high,safe_default,2.119779586791992
user_49,txn_49,0,65.15659770357216,50.0,50,65.15659770357216,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,snap_wic_substitution,2.4950504302978516
user_50,txn_50,0,81.06417611744688,50.0,50,81.06417611744688,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.3708343505859375
user_51,txn_51,0,37.47579404023688,50.0,50,38.986324485667325,50.0,65.0,2,1,1.5105304454304473,0.0,15.0,0.5,asian,low,snap_wic_substitution,2.2771358489990234
user_52,txn_52,0,64.31698248416185,50.0,50,64.31698248416185,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.244234085083008
user_53,txn_53,0,92.91119462307725,50.0,50,92.91119462307725,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,low,safe_default,2.797842025756836
user_54,txn_54,0,54.241742566754226,50.0,50,54.241742566754226,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.3009777069091797
user_55,txn_55,0,59.23965989442689,50.0,50,59.23965989442689,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.613067626953125
user_56,txn_56,0,65.48547829043733,50.0,50,65.48547829043733,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.2399425506591797
user_57,txn_57,0,71.69671262716801,50.0,50,71.69671262716801,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,low,safe_default,2.215147018432617
user_58,txn_58,0,31.75243208531998,50.0,50,31.75243208531998,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,low,safe_default,2.4330615997314453
user_59,txn_59,0,100.7138488748969,50.0,50,100.7138488748969,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.3069381713867188
user_60,txn_60,0,82.45004396616523,50.0,50,82.45004396616523,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,low,safe_default,2.1712779998779297
user_61,txn_61,0,56.33479988372159,50.0,50,56.33479988372159,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,high,safe_default,2.096891403198242
user_62,txn_62,0,70.5391232543393,50.0,50,70.5391232543393,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,low,safe_default,2.2139549255371094
user_63,txn_63,0,87.02184689100035,50.0,50,87.02184689100035,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,snap_wic_substitution,2.429962158203125
user_64,txn_64,0,50.51212985491458,50.0,50,50.51212985491458,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.106189727783203
user_65,txn_65,0,59.74395217469876,50.0,50,59.74395217469876,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.1390914916992188
user_66,txn_66,0,106.12937898560082,50.0,50,106.12937898560082,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,low,safe_default,2.187967300415039
user_67,txn_67,0,25.71747771964449,50.0,50,25.71747771964449,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.070903778076172
user_68,txn_68,0,95.6495015572506,50.0,50,95.6495015572506,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,high,safe_default,2.268075942993164
user_69,txn_69,0,39.20497557837647,50.0,50,39.20497557837647,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.28118896484375
user_70,txn_70,0,36.301467289093196,50.0,50,58.64846260698313,50.0,80.0,1,1,22.346995317889935,0.0,30.0,1.0,asian,low,snap_wic_substitution,2.512216567993164
user_71,txn_71,0,37.6714006200151,50.0,50,37.6714006200151,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,high,snap_wic_substitution,2.4650096893310547
user_72,txn_72,0,41.324774434393255,50.0,50,41.324774434393255,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,low,snap_wic_substitution,2.402067184448242
user_73,txn_73,0,67.4922393502159,50.0,50,67.4922393502159,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.5773048400878906
user_74,txn_74,0,122.18960144756993,50.0,50,117.50377082269189,50.0,82.34291531243902,1,1,-4.685830624878037,0.0,32.34291531243902,1.0,black,low,snap_wic_substitution,2.463102340698242
user_75,txn_75,0,95.76056589275468,50.0,50,95.76056589275468,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,low,safe_default,2.5720596313476562
user_76,txn_76,0,42.596898028809015,50.0,50,39.76927252356259,50.0,81.41381275262322,1,1,-2.8276255052464236,0.0,31.413812752623215,1.0,other,high,snap_wic_substitution,2.3040771484375
user_77,txn_77,0,15.939858215747348,50.0,50,15.939858215747348,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,high,safe_default,2.368927001953125
user_78,txn_78,0,48.82832689530459,50.0,50,48.82832689530459,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.57110595703125
user_79,txn_79,0,35.576009589781314,50.0,50,35.576009589781314,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,low,snap_wic_substitution,2.1970272064208984
user_80,txn_80,0,123.79751363655647,50.0,50,118.79365594503965,50.0,82.50192884575841,1,1,-5.003857691516828,0.0,32.501928845758414,1.0,asian,low,snap_wic_substitution,2.6428699493408203
user_81,txn_81,0,93.03005831523363,50.0,50,93.03005831523363,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,high,safe_default,2.614736557006836
user_82,txn_82,0,45.38148918074357,50.0,50,39.94014709864801,50.0,67.72067104104778,2,1,-5.441342082095559,0.0,17.72067104104778,0.5,hispanic,high,snap_wic_substitution,2.5060176849365234
user_83,txn_83,0,38.708805919079424,50.0,50,38.708805919079424,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,low,safe_default,2.7539730072021484
user_84,txn_84,0,57.97222269511404,50.0,50,57.97222269511404,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.415180206298828
user_85,txn_85,0,29.67871689637084,50.0,50,29.67871689637084,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,high,safe_default,2.0880699157714844
user_86,txn_86,0,40.04715046017463,50.0,50,40.04715046017463,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,low,snap_wic_substitution,2.3000240325927734
user_87,txn_87,0,27.007620216861877,50.0,50,27.007620216861877,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,high,snap_wic_substitution,2.5179386138916016
user_88,txn_88,0,53.123516607210135,50.0,50,40.91179747878581,50.0,86.10585956421217,1,1,-12.211719128424328,0.0,36.10585956421217,1.0,black,low,snap_wic_substitution,2.3148059844970703
user_89,txn_89,0,73.61785945984849,50.0,50,73.61785945984849,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,low,snap_wic_substitution,2.3419857025146484
user_90,txn_90,0,77.67564956035895,50.0,50,73.97032273242786,50.0,81.85266341396554,2,2,-3.7053268279310885,0.0,31.852663413965544,1.0,hispanic,low,snap_wic_substitution,2.638101577758789
user_91,txn_91,0,44.88636898888352,50.0,50,44.88636898888352,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,low,snap_wic_substitution,2.268075942993164
user_92,txn_92,0,51.68736507843669,50.0,50,52.52860371438102,50.0,80.0,1,1,0.8412386359443289,0.0,30.0,1.0,asian,high,snap_wic_substitution,2.277851104736328
user_93,txn_93,0,93.87071642681437,50.0,50,93.87071642681437,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.408742904663086
user_94,txn_94,0,91.73881814504206,50.0,50,91.73881814504206,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,low,safe_default,2.429962158203125
user_95,txn_95,0,61.29976153393902,50.0,50,61.29976153393902,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,snap_wic_substitution,2.496957778930664
user_96,txn_96,0,89.2083306972772,50.0,50,89.2083306972772,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,low,safe_default,2.325773239135742
user_97,txn_97,0,63.4552541952322,50.0,50,63.4552541952322,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.151012420654297
user_98,txn_98,0,46.257192184823666,50.0,50,46.257192184823666,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,low,snap_wic_substitution,2.103090286254883
user_99,txn_99,0,33.778967831419685,50.0,50,33.778967831419685,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.227783203125
user_0,txn_0,1,50.23974125080903,50.0,50,50.92764767230189,50.0,80.0,2,2,0.6879064214928547,0.0,30.0,1.0,other,high,snap_wic_substitution,2.4929046630859375
user_1,txn_1,1,38.06149866771291,50.0,50,38.06149866771291,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.3267269134521484
user_2,txn_2,1,82.49346379430501,50.0,50,83.77398883013905,50.0,80.0,1,1,1.2805250358340317,0.0,30.0,1.0,asian,high,snap_wic_substitution,2.526998519897461
user_3,txn_3,1,107.58123854855558,50.0,50,107.58123854855558,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,high,safe_default,2.691030502319336
user_4,txn_4,1,36.104254683621285,50.0,50,36.104254683621285,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.4261474609375
user_5,txn_5,1,52.03308004182219,50.0,50,52.03308004182219,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.499818801879883
user_6,txn_6,1,43.68670229970277,50.0,50,43.68670229970277,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.415895462036133
user_7,txn_7,1,149.94638667481388,50.0,50,149.94638667481388,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.4271011352539062
user_8,txn_8,1,34.85014968738938,50.0,50,34.85014968738938,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,low,safe_default,2.1202564239501953
user_9,txn_9,1,57.970983320574774,50.0,50,57.970983320574774,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,high,safe_default,2.3658275604248047
user_10,txn_10,1,64.2043105547769,50.0,50,64.2043105547769,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,high,safe_default,2.1140575408935547
user_11,txn_11,1,113.41146411652994,50.0,50,113.41146411652994,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,low,safe_default,2.518892288208008
user_12,txn_12,1,52.93232737759733,50.0,50,52.93232737759733,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.2399425506591797
user_13,txn_13,1,86.90051309468782,50.0,50,86.90051309468782,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.412080764770508
user_14,txn_14,1,107.55923680286217,50.0,50,109.96323316098957,50.0,80.0,1,1,2.403996358127401,0.0,30.0,1.0,black,low,snap_wic_substitution,2.683877944946289
user_15,txn_15,1,57.39320737121788,50.0,50,57.39320737121788,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.3927688598632812
user_16,txn_16,1,98.65534212683316,50.0,50,98.65534212683316,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.161741256713867
user_17,txn_17,1,45.53966139560811,50.0,50,45.53966139560811,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,low,safe_default,2.254962921142578
user_18,txn_18,1,45.893986775934806,50.0,50,45.893986775934806,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.438068389892578
user_19,txn_19,1,45.282480295376295,50.0,50,45.282480295376295,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,high,safe_default,2.3670196533203125
user_20,txn_20,1,56.25133705147452,50.0,50,56.25133705147452,50.0,50.0,1,0,0.0,0.0,0.0,0.0,asian,high,snap_wic_substitution,2.4302005767822266
user_21,txn_21,1,18.592240315080012,50.0,50,18.592240315080012,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,low,safe_default,2.4101734161376953
user_22,txn_22,1,73.62227481694234,50.0,50,73.62227481694234,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.3927688598632812
user_23,txn_23,1,97.74088418306161,50.0,50,86.7379829496974,50.0,85.5014506166821,1,1,-11.002901233364213,0.0,35.501450616682106,1.0,black,low,snap_wic_substitution,2.340078353881836
user_24,txn_24,1,34.76749475207978,50.0,50,36.2337013952844,50.0,65.0,2,1,1.4662066432046217,0.0,15.0,0.5,white,low,snap_wic_substitution,2.3360252380371094
user_25,txn_25,1,54.113363242548125,50.0,50,54.113363242548125,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,low,safe_default,2.7620792388916016
user_26,txn_26,1,50.176080370834896,50.0,50,50.176080370834896,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,low,snap_wic_substitution,2.7108192443847656
user_27,txn_27,1,34.27893589231405,50.0,50,34.27893589231405,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,low,snap_wic_substitution,2.176046371459961
user_28,txn_28,1,73.3310160543464,50.0,50,73.3310160543464,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.178192138671875
user_29,txn_29,1,67.5151798946225,50.0,50,67.5151798946225,50.0,50.0,1,0,0.0,0.0,0.0,0.0,hispanic,high,snap_wic_substitution,2.7091503143310547
user_30,txn_30,1,32.72347044147552,50.0,50,32.72347044147552,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,high,safe_default,2.226114273071289
user_31,txn_31,1,56.03975072621259,50.0,50,56.03975072621259,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.206087112426758
user_32,txn_32,1,72.00287518316661,50.0,50,72.00287518316661,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.2232532501220703
user_33,txn_33,1,60.97445221847905,50.0,50,60.97445221847905,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.3469924926757812
user_34,txn_34,1,106.43265858535166,50.0,50,94.5506051869317,50.0,70.94102669920997,2,1,-11.882053398419956,0.0,20.94102669920997,0.5,other,low,snap_wic_substitution,3.000974655151367
user_35,txn_35,1,93.72669744833115,50.0,50,81.47127121094914,50.0,86.127713118691,1,1,-12.25542623738201,0.0,36.127713118691005,1.0,hispanic,low,snap_wic_substitution,2.9077529907226562
user_36,txn_36,1,48.12296039668687,50.0,50,48.12296039668687,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,high,safe_default,2.3109912872314453
user_37,txn_37,1,61.44816953491221,50.0,50,61.44816953491221,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,low,snap_wic_substitution,2.4302005767822266
user_38,txn_38,1,58.27196589100225,50.0,50,58.27196589100225,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.3491382598876953
user_39,txn_39,1,113.47740035180308,50.0,50,113.47740035180308,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,high,safe_default,2.3458003997802734
user_40,txn_40,1,57.67927675087908,50.0,50,57.67927675087908,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,low,safe_default,2.499103546142578
user_41,txn_41,1,83.1419846778885,50.0,50,83.1419846778885,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,low,snap_wic_substitution,2.335071563720703
user_42,txn_42,1,69.52090814327491,50.0,50,69.52090814327491,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,low,safe_default,2.1588802337646484
user_43,txn_43,1,74.05179481254822,50.0,50,77.93368705750191,50.0,70.0,3,2,3.88189224495369,0.0,20.0,0.6666666666666666,other,low,snap_wic_substitution,2.3932456970214844
user_44,txn_44,1,21.342719270061195,50.0,50,21.342719270061195,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,high,safe_default,2.5169849395751953
user_45,txn_45,1,108.6005458280836,50.0,50,108.96524731591742,50.0,80.0,1,1,0.36470148783382683,0.0,30.0,1.0,hispanic,low,snap_wic_substitution,2.5396347045898438
user_46,txn_46,1,29.238305249628596,50.0,50,29.238305249628596,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,low,safe_default,2.341032028198242
user_47,txn_47,1,68.14936808569377,50.0,50,68.14936808569377,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.759218215942383
user_48,txn_48,1,33.872847829095896,50.0,50,33.872847829095896,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,high,safe_default,2.3491382598876953
user_49,txn_49,1,65.15659770357216,50.0,50,65.15659770357216,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,snap_wic_substitution,2.708911895751953
user_50,txn_50,1,81.06417611744688,50.0,50,81.06417611744688,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.399921417236328
user_51,txn_51,1,37.47579404023688,50.0,50,38.986324485667325,50.0,65.0,2,1,1.5105304454304473,0.0,15.0,0.5,asian,low,snap_wic_substitution,2.3119449615478516
user_52,txn_52,1,64.31698248416185,50.0,50,64.31698248416185,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.316713333129883
user_53,txn_53,1,92.91119462307725,50.0,50,92.91119462307725,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,low,safe_default,2.3429393768310547
user_54,txn_54,1,54.241742566754226,50.0,50,54.241742566754226,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.1560192108154297
user_55,txn_55,1,59.23965989442689,50.0,50,59.23965989442689,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.3581981658935547
user_56,txn_56,1,65.48547829043733,50.0,50,65.48547829043733,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.115011215209961
user_57,txn_57,1,71.69671262716801,50.0,50,71.69671262716801,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,low,safe_default,2.489805221557617
user_58,txn_58,1,31.75243208531998,50.0,50,31.75243208531998,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,low,safe_default,2.529144287109375
user_59,txn_59,1,100.7138488748969,50.0,50,100.7138488748969,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,safe_default,2.271890640258789
user_60,txn_60,1,82.45004396616523,50.0,50,82.45004396616523,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,low,safe_default,2.2242069244384766
user_61,txn_61,1,56.33479988372159,50.0,50,56.33479988372159,50.0,50.0,0,0,0.0,0.0,0.0,0.0,asian,high,safe_default,2.1860599517822266
user_62,txn_62,1,70.5391232543393,50.0,50,70.5391232543393,50.0,50.0,0,0,0.0,0.0,0.0,0.0,white,low,safe_default,2.4170875549316406
user_63,txn_63,1,87.02184689100035,50.0,50,87.02184689100035,50.0,50.0,0,0,0.0,0.0,0.0,0.0,black,high,snap_wic_substitution,2.525806427001953
user_64,txn_64,1,50.51212985491458,50.0,50,50.51212985491458,50.0,50.0,0,0,0.0,0.0,0.0,0.0,hispanic,high,safe_default,2.165079116821289
user_65,txn_65,1,59.74395217469876,50.0,50,59.74395217469876,50.0,50.0,0,0,0.0,0.0,0.0,0.0,other,high,safe_default,2.370119094848633
